x,y_observed
55.67303828429431,686.7494939747046
37.60916554601863,456.17868341288556
48.42168998438865,352.74868432811513
72.37918727565557,602.6298451180583
17.662237198092043,162.5894424303997
30.28929548105225,377.29805527796736
34.70774706918746,309.01326958912784
34.50745596084744,276.8373047274795
65.42463770369068,521.0167406748045
48.6704372940585,398.10744880954894
68.64901002962142,752.8203648155476
61.09639773145318,679.3404174192507
20.215808390639722,117.95728699372539
63.63327747443691,648.4015517965045
42.22449775086716,515.0348477749783
48.59284765087068,574.2939932803343
14.671298989560455,160.2223906962874
33.77599006984383,183.1616917875243
45.891165777575225,471.758972964879
85.25207290658727,805.2745251138166
87.8249103226699,841.9168676942751
65.38171751890332,617.2846850376814
79.75989067927003,730.8451985698383
42.00118222506717,448.7221281942797
46.52649748371914,701.3754074942656
73.59822225058451,966.2319854973093
85.44588987482712,741.8939125277196
31.563021808397025,296.14695320933214
79.36943799257278,908.9261036968215
42.03079699771479,623.6645059015706
58.2037333981134,630.1619598702315
18.377931658178568,196.12667398300354
25.282273734919727,205.2013541054273
90.98492057062685,1134.6482629405791
48.03738462738693,494.3502346546353
77.29718210408464,595.3570957022616
84.03873219853267,862.6898825255034
95.91882816981524,919.8237346003576
71.69000584399328,765.1547647592452
55.045290670823306,713.2282844682984
34.79354762472212,371.3713272003599
30.60135503532365,352.26493287627545
11.299051535315812,104.23466544791663
75.60681062750518,825.4305338001758
32.48924245592207,359.9005387929009
24.506494901143014,306.5797904943884
11.533838512841612,151.9999482098912
53.7490310636349,436.2902346591921
19.26101546967402,192.807527992752
82.13923041475937,1040.6311949627748
41.8895258451812,554.7770234281109
94.27892853273079,1064.1156292436392
32.12797530461103,290.75445983206043
52.58273152401671,619.1551212256142
27.240478408057243,289.235855430855
62.4899772903882,675.2376745511806
51.35258709080517,477.76216976882216
52.06906431587413,610.548335446156
45.98493000026792,340.76932357485515
55.475703661795706,434.27299134169346
12.869934036862105,151.86776599242097
20.302082921843976,266.4869843661012
52.204192832577974,781.8821061692785
45.72880638530478,461.09003553345667
85.02572746947408,825.6033276496249
78.50095690228045,1108.453598798806
61.602080401498824,816.1516573030253
50.27572413440794,389.24611406037377
17.54218072630465,278.2019798393459
29.722469258122146,352.22532592554535
16.8013262655586,213.47566044788613
58.09841059381142,702.2942576455598
67.72209190297872,800.1649873850772
57.316538577433676,563.7608062959563
13.535324924159795,134.40496770294132
59.12738557904959,636.2301522427078
43.54867875576019,425.2911307031593
96.51721730828285,888.6776449768375
33.1607412151061,343.087097253941
28.71565149864182,299.7103298074565
87.52441957592964,969.3938776991514
51.79527843836695,593.7969991425946
30.05806901026517,190.30378425693868
66.11946413759142,579.863097750944
28.32829305436462,285.8810201260103
11.77060722373426,119.60196718925961
81.81937053566799,819.6169368270328
34.68870070297271,363.55583485037687
24.99481936218217,273.26578596651825
25.313654637429863,291.22424723090984
53.96553430240601,682.9983368992117
74.02681695530191,792.4832028047225
63.274142930749804,584.6819707324615
56.544118917081505,645.9492199915601
44.34649172704667,389.2516325867615
85.1300496631302,1137.0228859375836
32.410724558867514,294.1335815060374
58.6540925106965,641.6507386222661
76.94554632529616,1104.8614585127875
12.701066955924034,110.88286358343883
40.9909154381603,347.2086533570643
15.519029777497053,204.64420306737583
43.208182798698545,303.37617767828704
46.6834204364568,581.6173247247964
92.29030798655003,1331.3090139033698
89.98347232118249,986.9049577109499
98.53589586215094,1232.0773953314533
52.94757508672774,648.7267306496458
72.41574100684375,828.8589871390569
48.317181607708335,687.6080569656358
80.57498795213178,992.1494521568853
85.842638858594,993.1401802778702
26.512493186164647,200.90813126838938
57.56856411229819,437.4126042801545
73.26527954079211,600.7503340627833
92.19454840989783,611.7195657734794
33.325652645435184,398.6902409769219
81.3362292968668,699.9015248410328
65.30225963331759,944.4853920401081
73.05584754794836,678.7154030239541
19.71399105619639,206.91714495979414
40.04792138701305,442.5465239377363
39.17184474179521,373.06989924359965
60.88831805391237,566.6234878789759
28.286037219222635,306.70339626427705
29.773405664600432,439.9146541224773
66.98037513298914,721.9035705840058
41.72684592893347,380.2185134065853
87.11859106319025,622.3223985104398
95.56494107469916,1045.0253819018228
89.9228359782137,814.2583919350205
14.217289914377034,142.2074143942279
79.2136462405324,917.8869177584347
30.720288038719445,283.00357102606705
38.36657059844583,282.42102606115225
35.44026273069903,289.83656769886375
74.18760861735791,650.5597577750934
87.59241250576451,778.5461319464616
19.569116858765483,279.69295950806065
59.52949801692739,587.9825480268015
68.35325629450381,606.1191760366821
31.13080291543156,295.7075482996297
16.866749324835837,190.2310626165649
93.07855383260176,729.8236002134105
23.249502331018448,245.5672266150459
84.015133746434,856.5364483039302
